Gene Symbol	Locus ID	Cytoband	AC-P02-Tumor-SM-63B4K	AC-P04-Tumor-SM-63B4O	AC-P04-Tumor-SM-63B4Q	AC-P05-Tumor-SM-63B4R	AC-P06-Tumor-SM-63B4T	AC-P07-Tumor-SM-63B4V	AC-P08-Tumor-SM-63B4X	AC-P09-Tumor-SM-63B4Z	AC-P09-Tumor-SM-63B52	AC-P10-Tumor-SM-63B53	AC-P10-Tumor-SM-63B55	AC-P11-Tumor-SM-63B56	AC-P12-Tumor-SM-63B58	AC-P12-Tumor-SM-63B59	AC-P14-Tumor-SM-63B5C	AC-P15-Tumor-SM-63B5D	AC-P15-Tumor-SM-63B5F
GPR157	80045	1p36.23	-0.400	0.036	0.149	0.329	0.239	-0.543	0.023	0.018	0.005	0.106	0.235	0.715	0.357	0.456	-0.004	-0.035	0.058
MIR34A	407040	1p36.22	-0.400	0.036	0.149	0.329	0.239	-0.543	0.023	0.018	0.005	0.106	0.343	0.715	0.357	0.456	-0.004	-0.035	0.058
hsa-mir-34a	-655	1p36.22	-0.400	0.036	0.149	0.329	0.239	-0.543	0.023	0.018	0.005	0.106	0.343	0.715	0.357	0.456	-0.004	-0.035	0.058
H6PD	9563	1p36.22	-0.400	0.036	0.149	0.329	0.239	-0.543	0.023	0.018	0.005	0.106	0.343	0.715	0.357	0.456	-0.004	-0.035	0.058
SPSB1	80176	1p36.22	-0.400	0.036	0.149	0.329	0.239	-0.543	0.023	0.018	0.005	0.106	0.343	0.715	0.357	0.456	-0.004	-0.035	0.058
SLC25A33	84275	1p36.22	-0.400	0.036	0.149	0.329	0.239	-0.543	0.023	0.018	0.005	0.106	0.343	0.715	0.357	0.456	-0.004	-0.035	0.058
TMEM201	199953	1p36.22	-0.400	0.036	0.149	0.329	0.239	-0.543	0.023	0.018	0.005	0.106	0.343	0.715	0.357	0.456	-0.004	-0.013	0.058
C1orf200	644997	1p36.22	-0.400	0.036	0.149	0.329	0.239	-0.543	0.023	0.018	0.128	0.106	0.009	0.715	0.357	0.456	-0.004	0.197	0.058
PIK3CD	5293	1p36.22	-0.400	0.036	0.149	0.329	0.239	-0.543	0.023	0.018	0.168	0.106	-0.103	0.715	0.357	0.456	-0.004	0.223	0.058
CLSTN1	22883	1p36.22	-0.400	0.036	0.149	0.329	0.239	-0.543	0.023	0.018	0.228	0.106	-0.326	0.715	0.357	0.456	-0.004	0.245	0.058
CTNNBIP1	56998	1p36.22	-0.400	0.036	0.149	0.329	0.239	-0.543	0.023	0.018	0.035	0.106	-0.326	0.715	0.357	0.456	-0.004	-0.020	0.058
LZIC	84328	1p36.22	-0.400	0.036	0.149	0.329	0.239	-0.543	0.023	0.018	0.035	0.106	-0.275	0.715	0.357	0.456	-0.004	-0.020	0.058
NMNAT1	64802	1p36.22	-0.400	0.036	0.149	0.329	0.239	-0.543	0.023	0.018	0.035	0.106	0.040	0.715	0.357	0.456	-0.004	-0.020	0.058
RBP7	116362	1p36.22	-0.400	0.036	0.149	0.329	0.239	-0.543	0.023	0.018	0.035	0.106	0.080	0.715	0.357	0.456	-0.004	-0.020	0.058
UBE4B	10277	1p36.22	-0.400	0.036	0.149	0.329	0.239	-0.543	0.023	0.018	0.035	0.106	0.080	0.715	0.357	0.456	-0.004	-0.020	0.058
KIF1B	23095	1p36.22	-0.400	0.036	0.149	0.329	0.239	-0.543	0.023	0.018	0.058	0.106	0.080	0.715	0.357	0.459	-0.004	-0.020	0.058
hsa-mir-1273d	-663	1p36.22	-0.400	0.036	0.149	0.329	0.239	-0.543	0.023	0.018	0.035	0.106	0.080	0.715	0.357	0.456	-0.004	-0.020	0.058
PGD	5226	1p36.22	-0.400	0.036	0.149	0.329	0.239	-0.543	0.023	0.018	0.370	0.106	0.080	0.715	0.357	0.660	-0.004	-0.020	0.058
APITD1-CORT	100526739	1p36.22	-0.400	0.036	0.149	0.329	0.239	-0.543	0.023	0.018	0.079	0.106	0.080	0.715	0.357	0.668	-0.004	-0.020	0.058
APITD1	378708	1p36.22	-0.400	0.036	0.149	0.329	0.239	-0.543	0.023	0.018	0.090	0.106	0.080	0.715	0.357	0.668	-0.004	-0.020	0.058
CORT	1325	1p36.22	-0.400	0.036	0.149	0.329	0.239	-0.543	0.023	0.018	0.053	0.106	0.080	0.715	0.357	0.668	-0.004	-0.020	0.058
DFFA	1676	1p36.22	-0.400	0.036	0.149	0.329	0.239	-0.543	0.023	0.018	0.053	0.106	0.080	0.715	0.357	0.668	-0.004	-0.020	0.058
PEX14	5195	1p36.22	-0.400	0.036	0.149	0.329	0.239	-0.543	0.023	0.018	0.053	0.106	0.080	0.715	0.357	0.668	-0.004	-0.020	0.058
CASZ1	54897	1p36.22	-0.400	0.036	0.149	0.329	0.239	-0.543	0.023	0.018	0.053	0.106	0.080	0.715	0.357	0.668	-0.004	-0.020	0.058
C1orf127	148345	1p36.22	-0.400	0.036	0.149	0.329	0.239	-0.543	0.023	0.018	0.053	0.106	0.080	0.715	0.357	0.551	-0.004	-0.020	0.058
TARDBP	23435	1p36.22	-0.400	0.036	0.149	0.329	0.239	-0.543	0.023	0.018	0.053	0.106	0.080	0.715	0.357	0.449	-0.004	-0.020	0.058
MASP2	10747	1p36.22	-0.400	0.036	0.149	0.329	0.239	-0.543	0.023	0.018	0.053	0.106	0.080	0.715	0.357	0.449	-0.004	-0.020	0.058
SRM	6723	1p36.22	-0.400	0.036	0.149	0.329	0.239	-0.543	0.023	0.018	0.053	0.106	0.080	0.715	0.357	0.449	-0.004	-0.020	0.058
EXOSC10	5394	1p36.22	-0.400	0.036	0.149	0.329	0.239	-0.543	0.023	0.018	0.053	0.106	0.080	0.715	0.357	0.449	-0.004	-0.020	0.058
MTOR	2475	1p36.22	-0.400	0.036	0.065	0.247	0.239	-0.543	0.023	0.018	-0.089	0.106	0.080	0.531	0.357	0.293	-0.004	-0.020	0.058
ANGPTL7	10218	1p36.22	-0.400	0.036	0.011	0.266	0.239	-0.543	0.023	0.018	-0.124	0.106	0.080	0.715	0.357	0.274	-0.004	-0.020	0.058
UBIAD1	29914	1p36.22	-0.400	0.036	0.011	0.155	0.239	-0.445	0.023	0.018	-0.124	0.106	0.080	0.251	0.357	0.274	-0.004	-0.020	0.058
PTCHD2	57540	1p36.22	-0.400	0.036	0.011	0.155	0.239	0.029	0.023	0.018	-0.048	0.106	0.080	0.251	0.357	0.406	-0.004	-0.020	0.058
FBXO2	26232	1p36.22	-0.400	0.036	0.011	0.155	0.239	0.046	0.023	0.018	0.009	0.106	0.538	0.251	0.357	0.475	-0.004	-0.020	0.058
FBXO44	93611	1p36.22	-0.400	0.036	0.011	0.155	0.239	0.046	0.023	0.018	0.009	-0.025	0.709	0.251	0.357	0.475	-0.004	-0.020	0.058
FBXO6	26270	1p36.22	-0.400	0.036	0.011	0.155	0.239	0.046	0.023	0.018	0.009	-0.133	0.709	0.251	0.357	0.475	-0.004	-0.020	0.058
MAD2L2	10459	1p36.22	-0.400	0.036	0.011	0.155	0.239	0.046	0.023	0.018	0.009	-0.133	0.709	0.251	0.357	0.475	-0.004	-0.020	0.058
C1orf187	374946	1p36.22	-0.400	0.036	0.011	0.155	0.239	0.046	0.023	0.018	0.009	-0.133	0.321	0.251	0.357	0.475	-0.004	-0.020	0.058
AGTRAP	57085	1p36.22	-0.400	0.036	0.011	0.155	0.239	0.046	0.023	0.018	0.009	-0.133	0.126	0.251	0.357	0.475	-0.004	-0.020	0.058
MTHFR	4524	1p36.22	-0.400	0.036	0.011	0.155	0.239	0.046	0.023	0.018	0.009	-0.133	0.126	0.251	0.357	0.475	-0.004	-0.020	0.058
CLCN6	1185	1p36.22	-0.400	0.036	0.011	0.155	0.239	0.046	0.023	0.018	0.009	-0.133	0.126	0.251	0.357	0.475	-0.004	-0.020	0.058
NPPA-AS1	100379251	1p36.22	-0.400	0.036	0.011	0.155	0.239	0.046	0.023	0.018	0.009	-0.133	0.126	0.251	0.357	0.475	-0.004	-0.020	0.058
NPPA	4878	1p36.22	-0.400	0.036	0.011	0.155	0.239	0.046	0.023	0.018	0.009	-0.133	0.126	0.251	0.357	0.475	-0.004	-0.020	0.058
NPPB	4879	1p36.22	-0.400	0.036	0.011	0.155	0.239	0.046	0.023	0.018	0.009	-0.098	0.126	0.251	0.357	0.475	-0.004	-0.020	0.058
KIAA2013	90231	1p36.22	-0.400	0.036	0.011	0.155	0.239	0.046	0.023	0.018	0.009	0.111	0.126	0.251	0.357	0.475	-0.004	-0.020	0.058
PLOD1	5351	1p36.22	-0.400	0.036	0.011	0.155	0.239	0.046	0.023	0.018	0.009	0.152	0.126	0.251	0.357	0.475	-0.004	-0.020	0.058
MFN2	9927	1p36.22	-0.400	0.036	0.011	0.155	0.239	0.046	0.023	0.018	0.009	0.152	0.126	0.251	0.357	0.475	-0.004	-0.020	0.058
MIIP	60672	1p36.22	-0.400	0.036	0.011	0.155	0.239	0.046	0.023	0.018	0.009	0.152	0.126	0.251	0.357	0.475	-0.004	-0.020	0.058
TNFRSF8	943	1p36.22	-0.400	0.036	0.011	0.155	0.239	0.046	0.023	0.018	0.009	0.152	0.126	0.251	0.357	0.475	-0.004	-0.020	0.058
TNFRSF1B	7133	1p36.22	-0.400	0.036	0.011	0.155	0.239	0.046	0.023	0.018	0.009	0.152	0.126	0.251	0.357	0.475	-0.004	-0.020	0.058
MIR4632	100616438	1p36.22	-0.400	0.036	0.011	0.155	0.239	0.046	0.023	0.018	0.009	0.152	0.126	0.251	0.357	0.475	-0.004	-0.020	0.058
VPS13D	55187	1p36.22	-0.400	0.036	0.011	0.155	0.239	0.046	0.023	0.018	-0.077	0.152	0.126	0.251	0.357	0.550	-0.004	-0.020	0.058
SNORA59A|chr1	677885	1p36.22	-0.400	0.036	0.011	0.155	0.239	0.046	0.023	0.018	-0.122	0.152	0.126	0.251	0.357	0.799	-0.004	-0.020	0.058
SNORA59B|chr1	677882	1p36.22	-0.400	0.036	0.011	0.155	0.239	0.046	0.023	0.018	-0.122	0.152	0.126	0.251	0.357	0.799	-0.004	-0.020	0.058
DHRS3	9249	1p36.22	-0.400	0.036	0.011	0.155	0.239	0.046	0.023	0.018	-0.122	0.152	0.126	0.251	0.357	0.776	-0.004	-0.020	0.058
AADACL4	343066	1p36.21	-0.400	0.036	0.011	0.155	0.239	0.046	0.023	0.018	-0.122	0.152	0.126	0.251	0.357	0.513	-0.004	-0.020	0.058
AADACL3	126767	1p36.21	-0.400	0.036	0.011	0.155	0.239	0.046	0.023	0.018	-0.122	0.152	0.126	0.251	0.357	0.477	-0.004	-0.020	0.058
C1orf158	93190	1p36.21	-0.400	0.036	0.010	0.155	0.239	0.046	0.023	0.018	-0.122	0.152	0.089	0.251	0.357	0.477	-0.004	-0.020	0.058
HNRNPCL1	343069	1p36.21	-0.400	0.036	0.005	0.155	0.239	0.046	0.023	0.018	-0.122	0.152	-0.059	0.251	0.357	0.477	-0.004	-0.020	0.058
LOC440563	440563	1p36.21	-0.400	0.036	0.005	0.155	0.239	0.046	0.023	0.018	-0.122	0.152	-0.059	0.251	0.357	0.477	-0.004	-0.020	0.058
LOC649330	649330	1p36.21	-0.400	0.036	0.005	0.155	0.239	0.046	0.023	0.018	-0.122	0.152	-0.059	0.251	0.357	0.477	-0.004	-0.020	0.058
PRAMEF10	343071	1p36.21	-0.400	0.036	0.005	0.155	0.239	0.046	0.023	0.018	-0.122	0.152	-0.059	0.251	0.357	0.477	-0.004	-0.020	0.058
PRAMEF11	440560	1p36.21	-0.400	0.036	0.005	0.155	0.239	0.046	0.023	0.018	-0.122	0.152	-0.059	0.251	0.357	0.477	-0.004	-0.020	0.058
PRAMEF12	390999	1p36.21	-0.400	0.036	0.005	0.155	0.239	0.046	0.023	0.018	-0.122	0.152	-0.059	0.251	0.357	0.477	-0.004	-0.020	0.058
PRAMEF13	400736	1p36.21	-0.400	0.036	0.005	0.155	0.239	0.046	0.023	0.018	-0.122	0.152	-0.059	0.251	0.357	0.477	-0.004	-0.020	0.058
PRAMEF14	729528	1p36.21	-0.400	0.036	0.005	0.155	0.239	0.046	0.023	0.018	-0.122	0.152	-0.059	0.251	0.357	0.477	-0.004	-0.020	0.058
PRAMEF15	653619	1p36.21	-0.400	0.036	0.005	0.155	0.239	0.046	0.023	0.018	-0.122	0.152	-0.059	0.251	0.357	0.477	-0.004	-0.020	0.058
PRAMEF16	654348	1p36.21	-0.400	0.036	0.005	0.155	0.239	0.046	0.023	0.018	-0.122	0.152	-0.059	0.251	0.357	0.477	-0.004	-0.020	0.058
PRAMEF17	391004	1p36.21	-0.400	0.036	0.002	0.155	0.239	0.046	0.023	0.018	-0.122	0.152	-0.152	0.491	0.357	0.477	-0.004	-0.020	0.058
PRAMEF18	391003	1p36.21	-0.400	0.036	0.005	0.155	0.239	0.046	0.023	0.018	-0.122	0.152	-0.059	0.251	0.357	0.477	-0.004	-0.020	0.058
PRAMEF19	645414	1p36.21	-0.400	0.036	0.005	0.155	0.239	0.046	0.023	0.018	-0.122	0.152	-0.059	0.251	0.357	0.477	-0.004	-0.020	0.058
PRAMEF1	65121	1p36.21	-0.400	0.036	0.005	0.155	0.239	0.046	0.023	0.018	-0.122	0.152	-0.059	0.251	0.357	0.477	-0.004	-0.020	0.058
PRAMEF20	645425	1p36.21	-0.400	0.036	0.002	0.155	0.239	0.046	0.023	0.018	-0.122	0.152	-0.152	0.491	0.357	0.477	-0.004	-0.020	0.058
PRAMEF21	391001	1p36.21	-0.400	0.036	0.002	0.155	0.239	0.046	0.023	0.018	-0.122	0.152	-0.152	0.491	0.357	0.477	-0.004	-0.020	0.058
PRAMEF22	653606	1p36.21	-0.400	0.036	0.005	0.155	0.239	0.046	0.023	0.018	-0.122	0.152	-0.059	0.251	0.357	0.477	-0.004	-0.020	0.058
PRAMEF2	65122	1p36.21	-0.400	0.036	0.005	0.155	0.239	0.046	0.023	0.018	-0.122	0.152	-0.059	0.251	0.357	0.477	-0.004	-0.020	0.058
PRAMEF3	401940	1p36.21	-0.400	0.036	0.005	0.155	0.239	0.046	0.023	0.018	-0.122	0.152	-0.059	0.251	0.357	0.477	-0.004	-0.020	0.058
PRAMEF4	400735	1p36.21	-0.400	0.036	0.005	0.155	0.239	0.046	0.023	0.018	-0.122	0.152	-0.059	0.251	0.357	0.477	-0.004	-0.020	0.058
PRAMEF5	343068	1p36.21	-0.400	0.036	0.005	0.155	0.239	0.046	0.023	0.018	-0.122	0.152	-0.059	0.251	0.357	0.477	-0.004	-0.020	0.058
PRAMEF6	440561	1p36.21	-0.400	0.036	0.005	0.155	0.239	0.046	0.023	0.018	-0.122	0.152	-0.059	0.251	0.357	0.477	-0.004	-0.020	0.058
PRAMEF7	441871	1p36.21	-0.400	0.036	0.005	0.155	0.239	0.046	0.023	0.018	-0.122	0.152	-0.059	0.251	0.357	0.477	-0.004	-0.020	0.058
PRAMEF8	391002	1p36.21	-0.400	0.036	0.005	0.155	0.239	0.046	0.023	0.018	-0.122	0.152	-0.059	0.251	0.357	0.477	-0.004	-0.020	0.058
PRAMEF9	343070	1p36.21	-0.400	0.036	0.005	0.155	0.239	0.046	0.023	0.018	-0.122	0.152	-0.059	0.251	0.357	0.477	-0.004	-0.020	0.058
LRRC38	126755	1p36.21	-0.400	0.036	-0.002	0.155	0.239	0.046	0.023	0.018	-0.122	0.152	-0.244	0.732	0.357	0.477	-0.004	-0.020	0.058
PDPN	10630	1p36.21	-0.400	0.036	-0.002	0.155	0.239	0.046	0.023	0.018	-0.122	0.152	-0.244	1.095	0.357	0.477	-0.004	-0.020	0.058
PRDM2	7799	1p36.21	-0.400	0.036	-0.002	0.155	0.239	0.046	0.023	0.018	-0.110	0.152	-0.244	0.227	0.357	0.477	-0.004	-0.020	0.058
KAZN	23254	1p36.21	-0.400	0.036	-0.002	0.155	0.239	0.046	0.023	0.018	0.112	0.152	-0.244	0.178	0.357	0.477	-0.004	-0.020	0.058
C1orf126	200197	1p36.21	-0.400	0.036	-0.002	0.155	0.239	0.046	0.023	0.018	0.119	0.152	-0.244	0.178	0.357	0.477	-0.004	-0.020	0.058
TMEM51	55092	1p36.21	-0.400	0.036	-0.002	0.155	0.239	0.046	0.023	0.018	0.119	0.152	-0.244	0.178	0.357	0.477	-0.004	-0.020	0.058
EFHD2	79180	1p36.21	-0.400	0.036	-0.002	0.155	0.239	0.046	0.023	0.018	0.119	0.152	-0.244	0.178	0.357	0.477	-0.004	-0.020	0.058
FHAD1	114827	1p36.21	-0.400	0.036	-0.002	0.155	0.239	0.046	0.023	0.018	0.119	0.152	-0.244	0.178	0.357	0.477	-0.004	-0.020	0.058
CTRC	11330	1p36.21	-0.400	0.036	0.113	0.212	0.239	0.046	0.023	0.018	0.119	0.152	-0.244	0.178	0.357	0.477	-0.004	-0.020	0.058
CELA2A	63036	1p36.21	-0.400	0.036	0.184	0.749	0.239	0.046	0.023	0.018	0.119	0.152	-0.244	0.178	0.357	0.477	-0.004	-0.020	0.058
CELA2B	51032	1p36.21	-0.400	0.036	0.184	0.767	0.239	0.046	0.023	0.018	0.119	0.152	-0.031	0.247	0.357	0.477	-0.004	-0.020	0.058
CASP9	842	1p36.21	-0.400	0.036	0.184	0.244	0.239	0.046	0.023	0.018	0.119	0.152	0.076	0.700	0.357	0.477	-0.004	-0.020	0.058
DNAJC16	23341	1p36.21	-0.400	0.036	0.184	0.244	0.239	0.046	0.023	0.018	0.119	0.152	0.115	0.700	0.357	0.477	-0.004	-0.020	0.058
AGMAT	79814	1p36.21	-0.400	0.036	0.184	0.244	0.239	0.046	0.023	0.018	0.119	0.152	0.360	0.700	0.357	0.477	-0.004	-0.020	0.058
DDI2	84301	1p36.21	-0.400	0.036	0.184	0.244	0.239	0.046	0.023	0.018	0.119	0.152	0.360	0.700	0.357	0.477	-0.004	-0.020	0.058
RSC1A1	6248	1p36.21	-0.400	0.036	0.184	0.244	0.239	0.046	0.023	0.018	0.119	0.152	0.360	0.700	0.357	0.477	-0.004	-0.020	0.058
PLEKHM2	23207	1p36.21	-0.400	0.036	0.184	0.244	0.239	0.046	0.023	0.018	0.119	0.152	0.247	0.766	0.357	0.477	-0.004	-0.020	0.058
FBLIM1	54751	1p36.21	-0.400	0.036	0.184	0.244	0.239	0.046	0.023	0.018	0.119	0.152	0.043	0.883	0.357	0.477	-0.004	-0.020	0.058
SLC25A34	284723	1p36.21	-0.400	0.036	0.184	0.244	0.239	0.046	0.023	0.018	0.119	0.152	0.190	0.798	0.357	0.477	-0.004	-0.020	0.058
TMEM82	388595	1p36.21	-0.400	0.036	0.184	0.244	0.239	0.046	0.023	0.018	0.119	0.152	0.190	0.798	0.357	0.477	-0.004	-0.020	0.058
UQCRHL	440567	1p36.21	-0.400	0.036	0.184	0.244	0.239	0.046	0.023	0.018	0.119	0.152	0.020	0.896	0.357	0.477	-0.004	-0.020	0.058
FLJ37453	729614	1p36.21	-0.400	0.036	0.184	0.244	0.239	0.046	0.023	0.018	0.119	0.152	0.020	0.896	0.357	0.477	-0.004	-0.020	0.058
SPEN	23013	1p36.21	-0.400	0.036	0.184	0.244	0.239	0.046	0.023	0.018	0.119	0.152	0.020	0.896	0.357	0.477	-0.004	-0.020	0.058
ZBTB17	7709	1p36.13	-0.400	0.036	0.177	0.244	0.239	0.046	0.023	0.018	0.119	0.152	0.020	0.896	0.357	0.477	-0.004	-0.020	0.058
C1orf64	149563	1p36.13	-0.400	0.036	0.030	0.244	0.239	0.046	0.023	0.018	0.119	0.152	0.020	0.857	0.357	0.477	-0.004	-0.020	0.058
HSPB7	27129	1p36.13	-0.400	0.036	-0.047	0.244	0.239	0.046	0.023	0.016	0.089	0.152	0.020	0.803	0.357	0.477	-0.004	0.100	0.058
CLCNKA	1187	1p36.13	-0.400	0.036	-0.047	0.244	0.239	0.046	0.023	0.014	0.044	0.152	0.020	0.780	0.357	0.477	-0.004	0.281	0.058
CLCNKB	1188	1p36.13	-0.400	0.036	-0.047	0.244	0.239	0.046	0.023	0.014	0.044	0.152	0.020	0.780	0.357	0.477	-0.004	0.281	0.058
FAM131C	348487	1p36.13	-0.400	0.036	-0.047	0.244	0.239	0.046	0.023	0.012	0.006	0.152	0.020	0.780	0.357	0.477	-0.004	0.431	0.058
EPHA2	1969	1p36.13	-0.400	0.036	-0.047	0.244	0.239	0.046	0.023	0.010	-0.031	0.152	0.020	0.780	0.357	0.477	-0.004	0.564	0.058
ARHGEF19	128272	1p36.13	-0.400	0.036	-0.047	0.244	0.239	0.046	0.023	0.010	-0.031	0.152	0.020	0.780	0.357	0.477	-0.004	0.017	0.058
RSG1	79363	1p36.13	-0.400	0.036	-0.022	0.244	0.239	0.064	0.023	0.010	-0.031	0.152	0.020	0.780	0.357	0.477	-0.004	-0.001	0.058
FBXO42	54455	1p36.13	-0.400	0.036	0.171	0.244	0.239	0.205	0.023	0.010	-0.031	0.152	0.020	0.780	0.357	0.477	-0.004	-0.001	0.058
C1orf144	26099	1p36.13	-0.400	0.036	0.202	0.244	0.239	0.228	0.023	0.010	-0.031	0.152	0.020	0.780	0.357	0.477	-0.004	-0.001	0.058
SPATA21	374955	1p36.13	-0.400	0.036	0.202	0.244	0.239	0.228	0.023	0.010	-0.031	0.152	0.020	0.563	0.357	0.477	-0.004	-0.001	0.058
NECAP2	55707	1p36.13	-0.400	0.036	0.202	0.248	0.239	0.228	0.031	0.011	-0.014	0.152	0.023	0.290	0.357	0.477	-0.004	0.016	0.056
ATP13A2	23400	1p36.13	-0.400	0.036	0.197	0.312	0.250	0.215	0.158	0.037	0.262	0.157	0.061	2.306	0.357	0.477	-0.004	0.251	0.025
CROCCP2	84809	1p36.13	-0.400	0.036	0.199	0.280	0.245	0.228	0.095	0.024	0.125	0.154	0.042	1.364	0.357	0.477	-0.004	0.159	0.041
CROCCP3	114819	1p36.13	-0.400	0.036	0.199	0.280	0.245	0.228	0.095	0.024	0.125	0.154	0.042	1.364	0.357	0.477	-0.004	0.159	0.041
CROCC	9696	1p36.13	-0.400	0.036	0.199	0.280	0.245	0.228	0.095	0.024	0.125	0.154	0.042	1.364	0.357	0.477	-0.004	0.159	0.041
ESPNP	284729	1p36.13	-0.400	0.036	0.199	0.280	0.245	0.228	0.095	0.024	0.125	0.154	0.042	1.364	0.357	0.477	-0.004	0.159	0.041
MFAP2	4237	1p36.13	-0.400	0.036	0.199	0.280	0.245	0.228	0.095	0.024	0.125	0.154	0.042	1.364	0.357	0.477	-0.004	0.159	0.041
MIR3675	100500876	1p36.13	-0.400	0.036	0.199	0.280	0.245	0.228	0.095	0.024	0.125	0.154	0.042	1.364	0.357	0.477	-0.004	0.159	0.041
MST1P2	11209	1p36.13	-0.400	0.036	0.199	0.280	0.245	0.228	0.095	0.024	0.125	0.154	0.042	1.364	0.357	0.477	-0.004	0.159	0.041
MST1P9	11223	1p36.13	-0.400	0.036	0.199	0.280	0.245	0.228	0.095	0.024	0.125	0.154	0.042	1.364	0.357	0.477	-0.004	0.159	0.041
NBPF1	55672	1p36.13	-0.400	0.036	0.199	0.280	0.245	0.228	0.095	0.024	0.125	0.154	0.042	1.364	0.357	0.477	-0.004	0.159	0.041
SDHB	6390	1p36.13	-0.400	0.036	0.197	0.316	0.250	0.022	0.167	0.039	0.280	0.157	0.063	0.606	0.357	0.477	-0.004	-0.097	0.023
PADI2	11240	1p36.13	-0.400	0.036	0.197	0.316	0.250	0.009	0.167	0.039	0.280	0.173	0.063	0.483	0.357	0.494	-0.004	-0.082	0.023
PADI1	29943	1p36.13	-0.400	0.036	0.197	0.316	0.250	0.009	0.167	0.039	0.280	0.629	0.063	0.483	0.357	0.979	-0.004	0.368	0.023
PADI3	51702	1p36.13	-0.400	0.036	0.197	0.316	0.250	0.009	0.167	0.039	0.280	0.649	0.063	0.483	0.357	0.963	-0.004	0.387	0.023
PADI4	23569	1p36.13	-0.400	0.036	0.197	0.316	0.250	0.009	0.167	0.039	0.280	0.649	0.063	0.483	0.357	0.608	-0.004	0.387	0.023
PADI6	353238	1p36.13	-0.400	0.036	0.197	0.316	0.250	0.009	0.149	0.039	0.263	0.590	0.063	0.483	0.357	0.585	-0.004	0.373	0.023
RCC2	55920	1p36.13	-0.400	0.036	0.197	0.316	0.250	0.009	-0.001	0.039	0.032	0.095	0.063	0.483	0.357	0.287	-0.004	0.002	0.023
ARHGEF10L	55160	1p36.13	-0.400	0.036	0.197	0.316	0.250	0.009	-0.001	0.039	0.032	0.095	0.063	0.483	0.357	0.357	-0.004	-0.014	0.023
ACTL8	81569	1p36.13	-0.400	0.036	0.197	0.316	0.250	0.009	-0.001	0.039	0.032	0.095	0.063	0.483	0.357	0.561	-0.004	-0.014	0.023
IGSF21	84966	1p36.13	-0.400	0.036	0.197	0.316	0.250	0.009	-0.001	0.039	0.032	0.095	0.063	0.483	0.357	0.561	-0.004	-0.014	0.033
KLHDC7A	127707	1p36.13	-0.400	0.036	0.197	0.316	0.250	0.009	-0.001	0.039	0.032	0.095	0.063	0.483	0.357	0.561	-0.004	-0.014	0.146
PAX7	5081	1p36.13	-0.400	0.036	0.197	0.316	0.250	0.009	-0.001	0.039	0.032	0.095	0.063	0.483	0.357	0.561	-0.004	-0.014	0.207
TAS1R2	80834	1p36.13	-0.400	0.036	0.197	0.316	0.250	0.009	-0.001	0.039	0.032	0.095	0.063	0.483	0.357	0.561	-0.004	-0.014	0.207
ALDH4A1	8659	1p36.13	-0.400	0.036	0.197	0.920	0.250	0.009	-0.001	0.039	0.032	0.095	0.063	0.483	0.357	0.561	-0.004	-0.014	0.207
MIR4695	100616120	1p36.13	-0.400	0.036	0.197	1.489	0.250	0.009	-0.001	0.039	0.032	0.095	0.063	0.483	0.357	0.561	-0.004	-0.014	0.207
hsa-mir-1290	-731	1p36.13	-0.400	0.036	0.197	1.489	0.250	0.009	-0.001	0.039	0.032	0.095	0.063	0.483	0.357	0.561	-0.004	-0.014	0.207
IFFO2	126917	1p36.13	-0.400	0.036	0.197	1.489	0.250	0.009	-0.001	0.039	0.032	0.095	0.063	0.483	0.357	0.561	-0.004	-0.014	0.207
UBR4	23352	1p36.13	-0.400	0.036	-0.003	0.248	0.250	0.009	-0.001	0.039	0.032	0.095	0.063	0.483	0.357	0.383	-0.004	-0.014	0.031
KIAA0090	23065	1p36.13	-0.400	0.036	-0.059	0.218	0.250	0.009	-0.001	0.039	0.032	0.095	0.063	0.483	0.357	0.307	-0.004	-0.014	0.003
MRTO4	51154	1p36.13	-0.400	0.036	-0.059	0.218	0.250	0.009	-0.001	0.039	0.032	0.095	0.060	0.483	0.357	0.307	-0.004	-0.014	0.003
AKR7A2	8574	1p36.13	-0.400	0.036	-0.059	0.218	0.250	0.009	-0.001	0.039	0.032	0.095	0.029	0.483	0.357	0.307	-0.004	-0.014	0.003
AKR7A3	22977	1p36.13	-0.400	0.036	-0.059	0.218	0.250	0.009	-0.001	0.039	0.032	0.095	0.045	0.483	0.357	0.307	-0.004	-0.014	0.003
AKR7L	246181	1p36.13	-0.400	0.036	-0.059	0.218	0.250	0.009	-0.001	0.039	0.032	0.095	0.045	0.483	0.357	0.307	-0.004	-0.014	0.003
LOC100506730	100506730	1p36.13	-0.400	0.036	-0.059	0.218	0.250	0.009	-0.001	0.039	0.032	0.095	0.045	0.483	0.357	0.307	-0.004	-0.014	0.003
PQLC2	54896	1p36.13	-0.400	0.036	-0.059	0.218	0.250	0.009	-0.001	0.039	0.032	0.095	0.026	0.483	0.357	0.307	-0.004	-0.014	0.003
CAPZB	832	1p36.13	-0.400	0.036	-0.059	0.218	0.250	0.009	-0.001	0.039	0.032	0.095	0.026	0.483	0.357	0.307	-0.004	-0.014	0.003
