rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
173	UCN3	urocortin 3 (stresscopin)	490	43	0	0	1	0	0	0	1	1	1	2.958022e-02	NaN	NaN	2.958022e-02	1
174	ABCA13	ATP-binding cassette, sub-family A (ABC1), member 13	15252	0	0	0	2	0	0	0	2	2	1	4.681039e-01	1.000000e-02	1.680000e-01	2.979123e-02	1
175	GPS2	G protein pathway suppressor 2	1788	265	0	0	0	0	0	1	1	1	1	3.027403e-02	NaN	NaN	3.027403e-02	1
176	LAX1	lymphocyte transmembrane adaptor 1	1256	80	0	0	1	0	0	0	1	1	1	3.033769e-02	NaN	NaN	3.033769e-02	1
177	MPEG1	macrophage expressed 1	2151	330	0	0	1	0	0	0	1	1	1	3.035344e-02	NaN	NaN	3.035344e-02	1
178	SLU7	SLU7 splicing factor homolog (S. cerevisiae)	1821	736	0	0	1	0	0	0	1	1	1	3.139137e-02	NaN	NaN	3.139137e-02	1
179	TMC5	transmembrane channel-like 5	3413	54	0	0	0	1	0	0	1	1	1	3.221911e-02	NaN	NaN	3.221911e-02	1
180	ALLC	allantoicase	1220	1000	0	0	1	0	0	0	1	1	1	3.225399e-02	NaN	NaN	3.225399e-02	1
181	PVRL1	poliovirus receptor-related 1 (herpesvirus entry mediator C)	2016	81	0	0	1	1	0	0	2	2	2	8.542328e-03	1	2.670000e-01	3.246941e-02	1
182	ZZZ3	zinc finger, ZZ-type containing 3	2756	36	0	0	0	1	0	0	1	1	1	3.291533e-02	NaN	NaN	3.291533e-02	1
183	IKBKB	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta	2355	59	0	0	1	0	0	0	1	1	1	3.318576e-02	NaN	NaN	3.318576e-02	1
184	HIST1H4D	histone cluster 1, H4d	314	125	0	0	1	0	0	0	1	1	1	3.330003e-02	NaN	NaN	3.330003e-02	1
185	RABL5	RAB, member RAS oncogene family-like 5	579	727	0	0	1	0	0	0	1	1	1	3.375366e-02	NaN	NaN	3.375366e-02	1
186	MPZL2	myelin protein zero-like 2	668	306	0	0	0	0	1	0	1	1	1	3.378091e-02	NaN	NaN	3.378091e-02	1
187	GPRASP2	G protein-coupled receptor associated sorting protein 2	2517	661	0	0	1	0	0	0	1	1	1	3.383684e-02	NaN	NaN	3.383684e-02	1
188	PARP8	poly (ADP-ribose) polymerase family, member 8	2669	198	0	0	0	1	0	0	1	1	1	3.392181e-02	NaN	NaN	3.392181e-02	1
189	DENND4C	DENN/MADD domain containing 4C	5132	41	0	0	0	1	0	0	1	1	1	3.440044e-02	NaN	NaN	3.440044e-02	1
190	PCDHAC1	protocadherin alpha subfamily C, 1	5314	15	0	0	0	1	0	0	1	1	1	3.443025e-02	NaN	NaN	3.443025e-02	1
191	REEP4	receptor accessory protein 4	802	607	0	0	1	0	0	0	1	1	1	3.569947e-02	NaN	NaN	3.569947e-02	1
192	TMPRSS3	transmembrane protease, serine 3	1497	499	0	0	0	1	0	0	1	1	1	3.578405e-02	NaN	NaN	3.578405e-02	1
193	ZBTB37	zinc finger and BTB domain containing 37	1590	1000	0	0	1	0	0	0	1	1	1	3.613772e-02	NaN	NaN	3.613772e-02	1
194	GBX2	gastrulation brain homeobox 2	1053	266	0	0	1	0	0	0	1	1	1	3.634566e-02	NaN	NaN	3.634566e-02	1
195	CIITA	class II, major histocompatibility complex, transactivator	3469	5	0	0	0	0	1	0	1	1	1	3.671844e-02	NaN	NaN	3.671844e-02	1
196	HRG	histidine-rich glycoprotein	1604	617	0	0	1	0	0	0	1	1	1	3.689939e-02	NaN	NaN	3.689939e-02	1
197	ZNF7	zinc finger protein 7	2079	75	0	0	0	1	0	0	1	1	1	3.698268e-02	NaN	NaN	3.698268e-02	1
198	NAALADL1	N-acetylated alpha-linked acidic dipeptidase-like 1	2293	33	0	0	0	1	0	0	1	1	1	3.712090e-02	NaN	NaN	3.712090e-02	1
199	PHF17	PHD finger protein 17	2594	124	0	0	0	0	1	0	1	1	1	3.757304e-02	NaN	NaN	3.757304e-02	1
200	LRRC66	leucine rich repeat containing 66	2657	22	0	0	0	1	0	0	1	1	1	3.779221e-02	NaN	NaN	3.779221e-02	1
201	NAIF1	nuclear apoptosis inducing factor 1	1099	1000	0	0	1	0	0	0	1	1	1	3.780354e-02	NaN	NaN	3.780354e-02	1
202	GRN	granulin	1830	212	0	0	0	0	1	0	1	1	1	3.792783e-02	NaN	NaN	3.792783e-02	1
203	OR1E1	olfactory receptor, family 1, subfamily E, member 1	945	1000	0	0	1	0	0	0	1	1	1	3.814593e-02	NaN	NaN	3.814593e-02	1
204	SH2D1B	SH2 domain containing 1B	411	10	0	0	1	0	0	0	1	1	1	3.824634e-02	NaN	NaN	3.824634e-02	1
205	HIAT1	hippocampus abundant transcript 1	1517	289	0	0	1	0	0	0	1	1	1	3.838293e-02	NaN	NaN	3.838293e-02	1
206	DSCR4	Down syndrome critical region gene 4	365	145	0	0	1	0	0	0	1	1	1	3.839178e-02	NaN	NaN	3.839178e-02	1
207	CD14	CD14 molecule	1132	183	0	0	0	1	0	0	1	1	1	3.862314e-02	NaN	NaN	3.862314e-02	1
208	UBE2I	ubiquitin-conjugating enzyme E2I (UBC9 homolog, yeast)	501	47	0	0	1	0	0	0	1	1	1	3.912008e-02	NaN	NaN	3.912008e-02	1
209	CUEDC1	CUE domain containing 1	1197	1000	0	0	0	0	0	1	1	1	1	3.921846e-02	NaN	NaN	3.921846e-02	1
210	GDNF	glial cell derived neurotrophic factor	643	36	0	0	1	0	0	0	1	1	1	3.957283e-02	NaN	NaN	3.957283e-02	1
211	UMODL1	uromodulin-like 1	4425	64	0	0	1	0	0	0	1	1	1	3.974156e-02	NaN	NaN	3.974156e-02	1
212	MCM6	minichromosome maintenance complex component 6	2532	73	0	0	1	0	0	0	1	1	1	3.985885e-02	NaN	NaN	3.985885e-02	1
213	OR10J1	olfactory receptor, family 10, subfamily J, member 1	967	140	0	0	1	0	0	0	1	1	1	4.047666e-02	NaN	NaN	4.047666e-02	1
214	SLC39A9	solute carrier family 39 (zinc transporter), member 9	952	313	0	0	1	0	0	0	1	1	1	4.051190e-02	NaN	NaN	4.051190e-02	1
215	NCR2	natural cytotoxicity triggering receptor 2	851	1000	0	0	1	0	0	0	1	1	1	4.051832e-02	NaN	NaN	4.051832e-02	1
216	CLIP1	CAP-GLY domain containing linker protein 1	4376	54	0	0	0	0	0	1	1	1	1	4.124549e-02	NaN	NaN	4.124549e-02	1
217	CCDC30	coiled-coil domain containing 30	2412	114	0	0	1	0	0	0	1	1	1	4.130031e-02	NaN	NaN	4.130031e-02	1
218	GOLGA2	golgi autoantigen, golgin subfamily a, 2	3361	37	0	0	1	1	0	0	2	2	2	6.925872e-03	1	7.490000e-01	4.136471e-02	1
219	LRPPRC	leucine-rich PPR-motif containing	4335	16	0	0	0	1	0	0	1	1	1	4.190403e-02	NaN	NaN	4.190403e-02	1
220	RYR2	ryanodine receptor 2 (cardiac)	15320	7	0	1	2	0	0	0	2	2	1	7.075755e-01	1.000000e-02	1.063000e-01	4.210839e-02	1
221	AIM1	absent in melanoma 1	5248	16	0	0	0	0	0	1	1	1	1	4.217180e-02	NaN	NaN	4.217180e-02	1
222	LUM	lumican	1025	559	0	0	2	0	0	0	2	1	2	1.163093e-01	1	5.900000e-02	4.277759e-02	1
223	ZNF274	zinc finger protein 274	1989	30	0	0	1	0	0	0	1	1	1	4.302906e-02	NaN	NaN	4.302906e-02	1
224	RSPH6A	radial spoke head 6 homolog A (Chlamydomonas)	2510	229	0	0	0	1	0	0	1	1	1	4.329180e-02	NaN	NaN	4.329180e-02	1
225	ERC2	ELKS/RAB6-interacting/CAST family member 2	2928	398	0	0	0	0	1	0	1	1	1	4.337653e-02	NaN	NaN	4.337653e-02	1
226	GYPA	glycophorin A (MNS blood group)	477	114	0	0	1	0	0	0	1	1	1	4.367678e-02	NaN	NaN	4.367678e-02	1
227	SEMG2	semenogelin II	1759	166	0	0	1	0	0	0	1	1	1	4.378635e-02	NaN	NaN	4.378635e-02	1
228	UNC5CL	unc-5 homolog C (C. elegans)-like	1589	414	0	0	1	0	0	0	1	1	1	4.387937e-02	NaN	NaN	4.387937e-02	1
229	HIST1H3I	histone cluster 1, H3i	727	328	0	0	0	1	0	0	1	1	1	4.414740e-02	NaN	NaN	4.414740e-02	1
230	ASL	argininosuccinate lyase	1459	73	0	1	1	0	0	0	1	1	1	4.422391e-02	NaN	NaN	4.422391e-02	1
231	FAM179B	family with sequence similarity 179, member B	5235	13	0	0	0	1	0	0	1	1	1	4.424089e-02	NaN	NaN	4.424089e-02	1
232	ASAH1	N-acylsphingosine amidohydrolase (acid ceramidase) 1	1393	141	0	0	1	0	0	0	1	1	1	4.454086e-02	NaN	NaN	4.454086e-02	1
233	HLTF	helicase-like transcription factor	3130	71	0	0	1	0	0	0	1	1	1	4.460493e-02	NaN	NaN	4.460493e-02	1
234	TBCB	tubulin folding cofactor B	903	242	0	0	0	1	0	0	1	1	1	4.460898e-02	NaN	NaN	4.460898e-02	1
235	ZNF335	zinc finger protein 335	4137	64	0	0	1	0	0	0	1	1	1	4.461933e-02	NaN	NaN	4.461933e-02	1
236	TMEM108	transmembrane protein 108	1748	407	0	0	1	0	0	0	1	1	1	4.462931e-02	NaN	NaN	4.462931e-02	1
237	ZCCHC18	zinc finger, CCHC domain containing 18 pseudogene	1212	137	0	0	1	0	0	0	1	1	1	4.465318e-02	NaN	NaN	4.465318e-02	1
238	EDEM2	ER degradation enhancer, mannosidase alpha-like 2	1781	43	0	0	1	0	0	0	1	1	1	4.507973e-02	NaN	NaN	4.507973e-02	1
239	ZNF232	zinc finger protein 232	1349	524	0	0	1	1	0	0	2	1	2	5.376717e-02	1	1.400000e-01	4.511735e-02	1
240	LMLN	leishmanolysin-like (metallopeptidase M8 family)	2145	151	0	0	0	1	0	0	1	1	1	4.540258e-02	NaN	NaN	4.540258e-02	1
241	TSHB	thyroid stimulating hormone, beta	426	170	0	0	1	0	0	0	1	1	1	4.552402e-02	NaN	NaN	4.552402e-02	1
242	MS4A6A	membrane-spanning 4-domains, subfamily A, member 6A	796	144	0	0	1	0	0	0	1	1	1	4.569713e-02	NaN	NaN	4.569713e-02	1
243	ALKBH2	alkB, alkylation repair homolog 2 (E. coli)	799	1000	0	0	1	0	0	0	1	1	1	4.600477e-02	NaN	NaN	4.600477e-02	1
244	FKBP3	FK506 binding protein 3, 25kDa	1387	1000	0	0	1	0	0	0	1	1	1	4.638295e-02	NaN	NaN	4.638295e-02	1
245	ZNF263	zinc finger protein 263	2072	353	0	0	2	0	0	0	2	2	2	8.035162e-03	1	6.850000e-01	4.679621e-02	1
246	SPDYE1	speedy homolog E1 (Xenopus laevis)	1035	243	0	0	0	1	0	0	1	1	1	4.709027e-02	NaN	NaN	4.709027e-02	1
247	H6PD	hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase)	2392	110	0	0	1	0	0	0	1	1	1	4.713801e-02	NaN	NaN	4.713801e-02	1
248	TRIM33	tripartite motif-containing 33	3462	253	0	0	0	0	1	0	1	1	1	4.727717e-02	NaN	NaN	4.727717e-02	1
249	MFAP1	microfibrillar-associated protein 1	1414	1000	0	0	2	0	0	0	2	2	2	8.183889e-03	1	3.530000e-01	4.751229e-02	1
250	SLC35B4	solute carrier family 35, member B4	1032	1000	0	0	1	0	0	0	1	1	1	4.763269e-02	NaN	NaN	4.763269e-02	1
251	PCDHGA3	protocadherin gamma subfamily A, 3	48663	45	0	0	0	1	0	0	1	1	1	4.766690e-02	NaN	NaN	4.766690e-02	1
252	SUPT6H	suppressor of Ty 6 homolog (S. cerevisiae)	5441	68	0	0	1	0	0	0	1	1	1	4.786392e-02	NaN	NaN	4.786392e-02	1
253	HERC3	hect domain and RLD 3	3790	41	0	0	0	0	0	1	1	1	1	4.799497e-02	NaN	NaN	4.799497e-02	1
254	SH2D7	SH2 domain containing 7	1376	146	0	0	0	1	0	0	1	1	1	4.810761e-02	NaN	NaN	4.810761e-02	1
255	PANK4	pantothenate kinase 4	2396	234	0	0	1	0	0	0	1	1	1	4.822834e-02	NaN	NaN	4.822834e-02	1
256	PAK2	p21 (CDKN1A)-activated kinase 2	1631	805	0	0	1	0	0	0	1	1	1	4.832481e-02	NaN	NaN	4.832481e-02	1
257	DTX3L	deltex 3-like (Drosophila)	2245	56	0	0	1	0	0	0	1	1	1	4.858218e-02	NaN	NaN	4.858218e-02	1
258	NEK8	NIMA (never in mitosis gene a)- related kinase 8	2223	492	0	0	1	0	0	0	1	1	1	4.867642e-02	NaN	NaN	4.867642e-02	1
259	CIAPIN1	cytokine induced apoptosis inhibitor 1	971	132	0	0	1	0	0	0	1	1	1	4.876924e-02	NaN	NaN	4.876924e-02	1
260	DCP1B	DCP1 decapping enzyme homolog B (S. cerevisiae)	1888	175	0	0	1	0	0	0	1	1	1	4.943046e-02	NaN	NaN	4.943046e-02	1
261	UGT2B28	UDP glucuronosyltransferase 2 family, polypeptide B28	1612	48	0	0	1	0	0	0	1	1	1	4.963066e-02	NaN	NaN	4.963066e-02	1
262	HSD17B6	hydroxysteroid (17-beta) dehydrogenase 6 homolog (mouse)	970	308	0	0	0	1	0	0	1	1	1	4.989064e-02	NaN	NaN	4.989064e-02	1
263	MOSPD2	motile sperm domain containing 2	1613	364	0	0	0	1	0	0	1	1	1	5.019603e-02	NaN	NaN	5.019603e-02	1
264	CMKLR1	chemokine-like receptor 1	1130	1000	0	0	1	0	0	0	1	1	1	5.038617e-02	NaN	NaN	5.038617e-02	1
265	ZNF407	zinc finger protein 407	6903	3	0	0	2	0	0	0	2	2	1	3.186973e-01	1.900000e-02	3.230000e-01	5.103421e-02	1
266	ESR2	estrogen receptor 2 (ER beta)	1709	229	0	0	1	0	0	0	1	1	1	5.124068e-02	NaN	NaN	5.124068e-02	1
267	ITGB3	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)	2425	75	0	0	0	1	0	0	1	1	1	5.153531e-02	NaN	NaN	5.153531e-02	1
268	FADS1	fatty acid desaturase 1	1550	885	0	0	1	0	0	0	1	1	1	5.162996e-02	NaN	NaN	5.162996e-02	1
269	PIGT	phosphatidylinositol glycan anchor biosynthesis, class T	1783	401	0	0	1	0	0	0	1	1	1	5.173226e-02	NaN	NaN	5.173226e-02	1
270	INTS8	integrator complex subunit 8	3092	74	0	0	1	0	0	0	1	1	1	5.196123e-02	NaN	NaN	5.196123e-02	1
271	SKAP1	src kinase associated phosphoprotein 1	1128	1000	0	0	1	0	0	0	1	1	1	5.235432e-02	NaN	NaN	5.235432e-02	1
272	ANKRD33	ankyrin repeat domain 33	1440	181	0	0	1	0	0	0	1	1	1	5.284025e-02	NaN	NaN	5.284025e-02	1
273	SNAPC2	small nuclear RNA activating complex, polypeptide 2, 45kDa	1023	221	0	0	1	0	0	0	1	1	1	5.314040e-02	NaN	NaN	5.314040e-02	1
274	ALDH1A2	aldehyde dehydrogenase 1 family, member A2	1609	1000	0	0	1	0	0	0	1	1	1	5.319074e-02	NaN	NaN	5.319074e-02	1
275	FSTL4	follistatin-like 4	2589	41	0	0	1	0	0	0	1	1	1	5.324562e-02	NaN	NaN	5.324562e-02	1
276	FEM1B	fem-1 homolog b (C. elegans)	1890	65	0	0	1	0	0	0	1	1	1	5.335566e-02	NaN	NaN	5.335566e-02	1
277	TCP11	t-complex 11 homolog (mouse)	1639	839	0	0	0	0	0	1	1	1	1	5.364122e-02	NaN	NaN	5.364122e-02	1
278	TIGD6	tigger transposable element derived 6	1570	27	0	0	1	0	0	0	1	1	1	5.364789e-02	NaN	NaN	5.364789e-02	1
279	OR10AG1	olfactory receptor, family 10, subfamily AG, member 1	905	51	0	0	1	0	0	0	1	1	1	5.372151e-02	NaN	NaN	5.372151e-02	1
280	DPF3	D4, zinc and double PHD fingers, family 3	1108	871	0	0	0	0	1	0	1	1	1	5.379739e-02	NaN	NaN	5.379739e-02	1
281	ZNF644	zinc finger protein 644	4004	11	0	0	0	0	0	1	1	1	1	5.394223e-02	NaN	NaN	5.394223e-02	1
282	PRR23B	proline rich 23B	798	481	0	0	1	0	0	0	1	1	1	5.414252e-02	NaN	NaN	5.414252e-02	1
283	C19orf55	chromosome 19 open reading frame 55	1321	1000	0	0	0	1	0	0	1	1	1	5.422985e-02	NaN	NaN	5.422985e-02	1
284	BMPR1A	bone morphogenetic protein receptor, type IA	1639	1000	0	0	0	0	1	0	1	1	1	5.432015e-02	NaN	NaN	5.432015e-02	1
285	FOXK2	forkhead box K2	2015	422	0	0	0	1	0	0	1	1	1	5.472361e-02	NaN	NaN	5.472361e-02	1
286	COLEC11	collectin sub-family member 11	923	1000	0	0	0	0	1	0	1	1	1	5.479133e-02	NaN	NaN	5.479133e-02	1
287	ERMAP	erythroblast membrane-associated protein (Scianna blood group)	1534	848	0	0	1	0	0	0	1	1	1	5.498685e-02	NaN	NaN	5.498685e-02	1
288	FBLN5	fibulin 5	1387	61	0	0	1	0	0	0	1	1	1	5.517049e-02	NaN	NaN	5.517049e-02	1
289	TCF7L1	transcription factor 7-like 1 (T-cell specific, HMG-box)	1813	279	0	0	1	0	0	0	1	1	1	5.531563e-02	NaN	NaN	5.531563e-02	1
290	MOBP	myelin-associated oligodendrocyte basic protein	254	4	0	0	1	0	0	0	1	1	1	5.571526e-02	NaN	NaN	5.571526e-02	1
291	TMEM201	transmembrane protein 201	2060	13	0	1	0	1	0	0	1	1	1	5.601192e-02	NaN	NaN	5.601192e-02	1
292	TFCP2	transcription factor CP2	1565	624	0	0	1	0	0	0	1	1	1	5.618773e-02	NaN	NaN	5.618773e-02	1
293	PMFBP1	polyamine modulated factor 1 binding protein 1	3164	274	0	0	0	1	0	0	1	1	1	5.620156e-02	NaN	NaN	5.620156e-02	1
294	TNFAIP1	tumor necrosis factor, alpha-induced protein 1 (endothelial)	971	507	0	0	1	0	0	0	1	1	1	5.635736e-02	NaN	NaN	5.635736e-02	1
295	MKNK1	MAP kinase interacting serine/threonine kinase 1	1446	1000	0	0	2	0	0	0	2	2	2	1.011429e-02	1	8.630000e-01	5.657735e-02	1
296	TSPYL4	TSPY-like 4	1247	22	0	0	1	0	0	0	1	1	1	5.692977e-02	NaN	NaN	5.692977e-02	1
297	GALNT14	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 14 (GalNAc-T14)	1715	322	0	0	0	0	0	1	1	1	1	5.743938e-02	NaN	NaN	5.743938e-02	1
298	RGS8	regulator of G-protein signaling 8	648	390	0	0	1	0	0	0	1	1	1	5.757400e-02	NaN	NaN	5.757400e-02	1
299	SEC24D	SEC24 related gene family, member D (S. cerevisiae)	3187	9	0	0	2	0	0	0	2	2	2	1.327181e-01	1	5.800000e-02	5.766666e-02	1
300	ITGB8	integrin, beta 8	2362	141	0	1	1	0	0	0	1	1	1	5.841738e-02	NaN	NaN	5.841738e-02	1
301	AVIL	advillin	2534	65	0	0	2	0	0	0	2	2	2	1.052146e-02	1	9.420000e-01	5.843974e-02	1
302	GGT5	gamma-glutamyltransferase 5	1808	335	0	0	1	0	0	0	1	1	1	5.864071e-02	NaN	NaN	5.864071e-02	1
303	KEAP1	kelch-like ECH-associated protein 1	1895	49	0	0	1	0	0	0	1	1	1	5.865461e-02	NaN	NaN	5.865461e-02	1
304	GPR183	G protein-coupled receptor 183	1090	1000	0	0	1	0	0	0	1	1	1	5.866323e-02	NaN	NaN	5.866323e-02	1
305	PFDN2	prefoldin subunit 2	1487	174	0	0	1	0	0	0	1	1	1	5.885653e-02	NaN	NaN	5.885653e-02	1
306	RRM1	ribonucleotide reductase M1	2534	41	0	0	1	0	0	0	1	1	1	5.927800e-02	NaN	NaN	5.927800e-02	1
307	SLC2A3	solute carrier family 2 (facilitated glucose transporter), member 3	1527	110	0	0	1	0	0	0	1	1	1	5.933571e-02	NaN	NaN	5.933571e-02	1
308	ZNF789	zinc finger protein 789	1334	81	0	0	1	0	0	0	1	1	1	5.949864e-02	NaN	NaN	5.949864e-02	1
309	PSMB6	proteasome (prosome, macropain) subunit, beta type, 6	744	1000	0	0	1	0	0	0	1	1	1	5.959958e-02	NaN	NaN	5.959958e-02	1
310	LPIN3	lipin 3	2632	32	0	0	0	1	0	0	1	1	1	5.982465e-02	NaN	NaN	5.982465e-02	1
311	KCNMB1	potassium large conductance calcium-activated channel, subfamily M, beta member 1	588	243	0	0	1	0	0	0	1	1	1	5.984324e-02	NaN	NaN	5.984324e-02	1
312	BTLA	B and T lymphocyte associated	886	1000	0	0	0	1	0	0	1	1	1	6.062346e-02	NaN	NaN	6.062346e-02	1
313	BBS10	Bardet-Biedl syndrome 10	2178	244	0	0	1	0	0	0	1	1	1	6.077048e-02	NaN	NaN	6.077048e-02	1
314	ZNF700	zinc finger protein 700	2241	461	0	0	0	0	0	1	1	1	1	6.080465e-02	NaN	NaN	6.080465e-02	1
315	SPDYE3	speedy homolog E3 (Xenopus laevis)	1690	97	0	0	1	0	0	0	1	1	1	6.087658e-02	NaN	NaN	6.087658e-02	1
316	NFYC	nuclear transcription factor Y, gamma	1105	698	0	0	0	1	0	0	1	1	1	6.091771e-02	NaN	NaN	6.091771e-02	1
317	BTBD7	BTB (POZ) domain containing 7	3508	50	0	0	1	0	0	0	1	1	1	6.103979e-02	NaN	NaN	6.103979e-02	1
318	SLC4A1AP	solute carrier family 4 (anion exchanger), member 1, adaptor protein	2867	11	0	0	3	0	0	0	3	3	3	4.359747e-02	1	1.370000e-01	6.152906e-02	1
319	MYSM1	myb-like, SWIRM and MPN domains 1	2567	188	0	0	0	1	0	0	1	1	1	6.231011e-02	NaN	NaN	6.231011e-02	1
320	AIM2	absent in melanoma 2	1052	7	0	1	1	0	0	0	1	1	1	6.255754e-02	NaN	NaN	6.255754e-02	1
321	PRSS21	protease, serine, 21 (testisin)	965	125	0	0	1	0	0	0	1	1	1	6.258534e-02	NaN	NaN	6.258534e-02	1
322	GPR126	G protein-coupled receptor 126	3899	92	0	0	1	0	0	0	1	1	1	6.266796e-02	NaN	NaN	6.266796e-02	1
323	PIGU	phosphatidylinositol glycan anchor biosynthesis, class U	1352	414	0	0	1	0	0	0	1	1	1	6.284248e-02	NaN	NaN	6.284248e-02	1
324	ADD3	adducin 3 (gamma)	2177	178	0	0	1	0	0	0	1	1	1	6.295001e-02	NaN	NaN	6.295001e-02	1
325	OR5AK2	olfactory receptor, family 5, subfamily AK, member 2	928	227	0	0	1	0	0	0	1	1	1	6.362441e-02	NaN	NaN	6.362441e-02	1
326	HOXC10	homeobox C10	1035	1000	0	0	1	0	0	0	1	1	1	6.364022e-02	NaN	NaN	6.364022e-02	1
327	POLR2G	polymerase (RNA) II (DNA directed) polypeptide G	547	63	0	0	1	0	0	0	1	1	1	6.369958e-02	NaN	NaN	6.369958e-02	1
328	APIP	APAF1 interacting protein	869	58	0	0	1	0	0	0	1	1	1	6.393726e-02	NaN	NaN	6.393726e-02	1
329	CLIC6	chloride intracellular channel 6	2081	249	0	0	1	0	0	0	1	1	1	6.442073e-02	NaN	NaN	6.442073e-02	1
330	KLC1	kinesin light chain 1	2140	180	0	0	1	0	0	0	1	1	1	6.455562e-02	NaN	NaN	6.455562e-02	1
331	TESC	tescalcin	673	74	0	0	1	0	0	0	1	1	1	6.466774e-02	NaN	NaN	6.466774e-02	1
332	SLC29A3	solute carrier family 29 (nucleoside transporters), member 3	1457	196	0	0	1	0	0	0	1	1	1	6.473391e-02	NaN	NaN	6.473391e-02	1
333	AMPD2	adenosine monophosphate deaminase 2 (isoform L)	2745	146	0	1	0	0	1	0	1	1	1	6.494796e-02	NaN	NaN	6.494796e-02	1
334	EGFL7	EGF-like-domain, multiple 7	854	108	0	0	1	0	0	0	1	1	1	6.501192e-02	NaN	NaN	6.501192e-02	1
335	GNAZ	guanine nucleotide binding protein (G protein), alpha z polypeptide	1072	25	0	0	1	0	0	0	1	1	1	6.548212e-02	NaN	NaN	6.548212e-02	1
336	ITGB1BP1	integrin beta 1 binding protein 1	675	140	0	0	1	0	0	0	1	1	1	6.571085e-02	NaN	NaN	6.571085e-02	1
337	MPI	mannose phosphate isomerase	1302	102	0	0	1	0	0	0	1	1	1	6.611005e-02	NaN	NaN	6.611005e-02	1
338	TUBB6	tubulin, beta 6	1355	108	0	0	1	0	0	0	1	1	1	6.634310e-02	NaN	NaN	6.634310e-02	1
339	RFC4	replication factor C (activator 1) 4, 37kDa	1136	23	0	0	1	0	0	0	1	1	1	6.644891e-02	NaN	NaN	6.644891e-02	1
340	FLI1	Friend leukemia virus integration 1	1391	1000	0	0	1	0	0	0	1	1	1	6.646686e-02	NaN	NaN	6.646686e-02	1
341	OR52J3	olfactory receptor, family 52, subfamily J, member 3	927	89	0	0	1	0	0	0	1	1	1	6.665158e-02	NaN	NaN	6.665158e-02	1
342	C2orf49	chromosome 2 open reading frame 49	713	180	0	0	1	0	0	0	1	1	1	6.703678e-02	NaN	NaN	6.703678e-02	1
343	ZNF425	zinc finger protein 425	2271	188	0	0	1	0	0	0	1	1	1	6.718084e-02	NaN	NaN	6.718084e-02	1
344	ZP2	zona pellucida glycoprotein 2 (sperm receptor)	2312	292	0	0	1	0	0	0	1	1	1	6.735510e-02	NaN	NaN	6.735510e-02	1
345	ZNF839	zinc finger protein 839	2814	84	0	0	2	0	0	0	2	2	2	2.631978e-02	1	4.450000e-01	6.739894e-02	1
346	PKD1L1	polycystic kidney disease 1 like 1	8868	3	0	0	0	0	0	1	1	1	1	6.743213e-02	NaN	NaN	6.743213e-02	1
347	GADD45A	growth arrest and DNA-damage-inducible, alpha	510	159	0	0	1	0	0	0	1	1	1	6.755573e-02	NaN	NaN	6.755573e-02	1
348	BLM	Bloom syndrome	4338	9	0	0	0	1	0	0	1	1	1	6.765041e-02	NaN	NaN	6.765041e-02	1
349	FBXO7	F-box protein 7	1640	20	0	0	1	0	0	0	1	1	1	6.818351e-02	NaN	NaN	6.818351e-02	1
350	IL10RB	interleukin 10 receptor, beta	1091	311	0	0	0	1	0	0	1	1	1	6.828499e-02	NaN	NaN	6.828499e-02	1
351	HEPACAM	hepatocyte cell adhesion molecule	1353	1000	0	0	1	0	0	0	1	1	1	6.835598e-02	NaN	NaN	6.835598e-02	1
352	HS1BP3	HCLS1 binding protein 3	1205	40	0	0	1	0	0	0	1	1	1	6.843781e-02	NaN	NaN	6.843781e-02	1
353	DDX51	DEAD (Asp-Glu-Ala-Asp) box polypeptide 51	2062	274	0	0	1	0	0	0	1	1	1	6.855738e-02	NaN	NaN	6.855738e-02	1
354	NMD3	NMD3 homolog (S. cerevisiae)	1572	44	0	0	0	0	1	0	1	1	1	6.872159e-02	NaN	NaN	6.872159e-02	1
355	CBX8	chromobox homolog 8 (Pc class homolog, Drosophila)	1188	156	0	0	1	0	0	0	1	1	1	6.881511e-02	NaN	NaN	6.881511e-02	1
356	MCTP2	multiple C2 domains, transmembrane 2	2797	174	0	0	2	0	0	0	2	2	2	3.423182e-02	1	2.590000e-01	6.904529e-02	1
357	HR	hairless homolog (mouse)	3642	66	0	0	1	0	0	0	1	1	1	6.922201e-02	NaN	NaN	6.922201e-02	1
358	UBAP2L	ubiquitin associated protein 2-like	3534	57	0	0	1	0	0	0	1	1	1	6.961002e-02	NaN	NaN	6.961002e-02	1
359	ADAMTSL4	ADAMTS-like 4	3368	2	0	0	0	0	0	1	1	1	1	6.988373e-02	NaN	NaN	6.988373e-02	1
360	CDH22	cadherin-like 22	2527	309	0	0	0	0	1	0	1	1	1	6.995361e-02	NaN	NaN	6.995361e-02	1
361	ATP12A	ATPase, H+/K+ transporting, nongastric, alpha polypeptide	3226	18	0	0	1	0	0	0	1	1	1	7.029915e-02	NaN	NaN	7.029915e-02	1
