name	cov_gidx	longname	chr	start	end	len	gc	AC-DFCI_AC_PD1-1-Tumor-SM-9LRI9	AC-P02-Tumor-SM-63B4K	AC-P04-Tumor-SM-63B4O	AC-P04-Tumor-SM-63B4Q	AC-P05-Tumor-SM-63B4R	AC-P06-Tumor-SM-63B4T	AC-P07-Tumor-SM-63B4V	AC-P08-Tumor-SM-63B4X	AC-P09-Tumor-SM-63B4Z	AC-P09-Tumor-SM-63B52	AC-P10-Tumor-SM-63B53	AC-P10-Tumor-SM-63B55	AC-P11-Tumor-SM-63B56	AC-P12-Tumor-SM-63B58	AC-P12-Tumor-SM-63B59	AC-P14-Tumor-SM-63B5C	AC-P15-Tumor-SM-63B5D	AC-P15-Tumor-SM-63B5F	
ACOT2	152	acyl-CoA thioesterase 2	14	74035772	74042357	1452	4.533600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACOT4	153	acyl-CoA thioesterase 4	14	74058410	74062468	1266	4.533600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACOT6	154	acyl-CoA thioesterase 6	14	74083548	74086590	624	4.533600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACOT7	155	acyl-CoA thioesterase 7	1	6324333	6453826	1389	5.279800e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACOT8	156	acyl-CoA thioesterase 8	20	44470361	44486035	971	4.744550e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACOT9	157	acyl-CoA thioesterase 9	23	23721778	23761407	1347	4.427250e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACOX1	158	acyl-Coenzyme A oxidase 1, palmitoyl	17	73937589	73975515	2144	5.197650e-01	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
ACOX2	159	acyl-Coenzyme A oxidase 2, branched chain	3	58490864	58522929	2046	4.532800e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACOX3	160	acyl-Coenzyme A oxidase 3, pristanoyl	4	8368010	8442452	2103	5.102100e-01	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACOXL	161	acyl-Coenzyme A oxidase-like	2	111490150	111875799	1743	4.241500e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACP1	162	acid phosphatase 1, soluble	2	264869	278280	632	4.226550e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACP2	163	acid phosphatase 2, lysosomal	11	47260854	47270457	1305	4.913600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACP5	164	acid phosphatase 5, tartrate resistant	19	11685477	11689801	978	5.146400e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACP6	165	acid phosphatase 6, lysophosphatidic	1	147119168	147142634	1287	4.295850e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACPL2	166	acid phosphatase-like 2	3	140950682	141013485	1443	4.539300e-01	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACPP	167	acid phosphatase, prostate	3	132036211	132087144	1280	3.992900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACPT	168	acid phosphatase, testicular	19	51293672	51298481	1281	5.284650e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACR	169	acrosin	22	51176652	51183726	1266	5.013315e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACRBP	170	acrosin binding protein	12	6747242	6756580	1632	4.969400e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACRC	171	acidic repeat containing	23	70797874	70833433	2076	4.423000e-01	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACRV1	172	acrosomal vesicle protein 1	11	125542230	125550942	798	4.048750e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACSBG1	173	acyl-CoA synthetase bubblegum family member 1	15	78463189	78526899	2175	4.777500e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACSBG2	174	acyl-CoA synthetase bubblegum family member 2	19	6135710	6193112	2001	4.882400e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACSF2	175	acyl-CoA synthetase family member 2	17	48503519	48552200	2928	5.046300e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACSF3	176	acyl-CoA synthetase family member 3	16	89160254	89222169	1731	5.677500e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACSL1	177	acyl-CoA synthetase long-chain family member 1	4	185676749	185747215	2097	4.541200e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACSL3	178	acyl-CoA synthetase long-chain family member 3	2	223725732	223808118	2163	4.016700e-01	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACSL4	179	acyl-CoA synthetase long-chain family member 4	23	108884564	108976621	2136	3.939700e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACSL5	180	acyl-CoA synthetase long-chain family member 5	10	114133916	114188137	2220	4.257150e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACSL6	181	acyl-CoA synthetase long-chain family member 6	5	131289152	131347349	2247	4.473500e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACSM1	182	acyl-CoA synthetase medium-chain family member 1	16	20634559	20702578	1734	4.003100e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACSM2A	183	acyl-CoA synthetase medium-chain family member 2A	16	20462859	20498989	1734	4.360500e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACSM2B	184	acyl-CoA synthetase medium-chain family member 2B	16	20548084	20587695	1734	4.248250e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACSM3	185	acyl-CoA synthetase medium-chain family member 3	16	20775312	20808478	2088	4.025500e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACSM4	186	acyl-CoA synthetase medium-chain family member 4	12	7456928	7480969	1743	3.891900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACSM5	187	acyl-CoA synthetase medium-chain family member 5	16	20420856	20452278	1740	4.360500e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACSS1	188	acyl-CoA synthetase short-chain family member 1	20	24986874	25039616	2070	4.897900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACSS2	189	acyl-CoA synthetase short-chain family member 2	20	33464328	33515769	2145	4.616700e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACSS3	190	acyl-CoA synthetase short-chain family member 3	12	81471809	81649582	2061	3.588000e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACTA1	191	actin, alpha 1, skeletal muscle	1	229566995	229569843	1134	4.390550e-01	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACTA2	192	actin, alpha 2, smooth muscle, aorta	10	90694832	90751147	1134	3.916900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACTB	193	actin, beta	7	5566783	5570232	1128	5.526400e-01	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACTBL2	194	actin, beta-like 2	5	56775844	56778636	1131	4.023350e-01	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACTC1	195	actin, alpha, cardiac muscle 1	15	35080297	35087927	1134	4.081150e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACTG1	196	actin, gamma 1	17	79476999	79479827	1128	5.934300e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACTG2	197	actin, gamma 2, smooth muscle, enteric	2	74120093	74146779	1131	4.474400e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACTL6A	198	actin-like 6A	3	179280708	179306188	1290	3.998900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACTL6B	199	actin-like 6B	7	100240728	100254084	1281	5.420450e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACTL7A	200	actin-like 7A	9	111624603	111626035	1308	4.108500e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACTL7B	201	actin-like 7B	9	111616871	111618275	1248	4.108500e-01	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACTL8	202	actin-like 8	1	18081808	18153556	1101	4.881500e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACTL9	203	actin-like 9	19	8807751	8809172	1251	4.665150e-01	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACTN1	204	actinin, alpha 1	14	69340841	69446083	2745	5.060600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACTN2	205	actinin, alpha 2	1	236849770	236927558	2685	4.270300e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACTN3	206	actinin, alpha 3	11	66314391	66330797	2706	5.010700e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACTN4	207	actinin, alpha 4	19	39138327	39221170	2736	5.366700e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACTR10	208	actin-related protein 10 homolog (S. cerevisiae)	14	58666833	58702351	1254	3.993500e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACTR1A	209	ARP1 actin-related protein 1 homolog A, centractin alpha (yeast)	10	104238987	104262512	1131	5.003900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACTR1B	210	ARP1 actin-related protein 1 homolog B, centractin beta (yeast)	2	98272402	98280561	1131	4.457700e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACTR2	211	ARP2 actin-related protein 2 homolog (yeast)	2	65454829	65498385	1200	4.304550e-01	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACTR3	212	ARP3 actin-related protein 3 homolog (yeast)	2	114647537	114716167	1257	3.837600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACTR3B	213	ARP3 actin-related protein 3 homolog B (yeast)	7	152456851	152552463	1257	4.347200e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACTR3C	214	ARP3 actin-related protein 3 homolog C (yeast)	7	149944302	150020758	633	4.567400e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACTR5	215	ARP5 actin-related protein 5 homolog (yeast)	20	37377097	37401089	1824	4.704200e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACTR6	216	ARP6 actin-related protein 6 homolog (yeast)	12	100594574	100618201	1191	4.277800e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACTR8	217	ARP8 actin-related protein 8 homolog (yeast)	3	53901096	53916229	1875	4.262750e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACTRT1	218	actin-related protein T1	23	127184943	127186382	1131	3.529400e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACTRT2	219	actin-related protein T2	1	2938046	2939465	1134	5.583800e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACVR1	220	activin A receptor, type I	2	158592958	158732374	1530	3.990550e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACVR1B	221	activin A receptor, type IB	12	52345451	52390863	1641	5.024600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACVR1C	222	activin A receptor, type IC	2	158383280	158485399	1482	3.702700e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACVR2A	223	activin A receptor, type IIA	2	148602570	148688392	1542	3.592700e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACVR2B	224	activin A receptor, type IIB	3	38495790	38534631	1539	4.386400e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACVRL1	225	activin A receptor type II-like 1	12	52301202	52317144	1512	5.024600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACY1	226	aminoacylase 1	3	52017563	52023217	1227	5.422500e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACY3	227	aspartoacylase (aminocyclase) 3	11	67410027	67418130	960	4.946900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACYP1	228	acylphosphatase 1, erythrocyte (common) type	14	75519930	75530736	379	4.238000e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACYP2	229	acylphosphatase 2, muscle type	2	54342410	54532433	1533	3.876700e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADA	230	adenosine deaminase	20	43248164	43280376	1092	4.703300e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADAD1	231	adenosine deaminase domain containing 1 (testis-specific)	4	123300121	123350946	1731	3.669000e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADAD2	232	adenosine deaminase domain containing 2	16	84224723	84230772	1998	4.971300e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADAL	233	adenosine deaminase-like	15	43622872	43646094	1100	4.314250e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADAM10	234	ADAM metallopeptidase domain 10	15	58888510	59042177	2247	3.834700e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADAM11	235	ADAM metallopeptidase domain 11	17	42836568	42859212	2310	4.832350e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADAM12	236	ADAM metallopeptidase domain 12 (meltrin alpha)	10	127702902	128077127	2834	4.405500e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADAM15	237	ADAM metallopeptidase domain 15	1	155023762	155035252	2592	5.287900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADAM17	238	ADAM metallopeptidase domain 17 (tumor necrosis factor, alpha, converting enzyme)	2	9629413	9695917	2475	4.258350e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADAM18	239	ADAM metallopeptidase domain 18	8	39442142	39587485	2220	3.497900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADAM19	240	ADAM metallopeptidase domain 19 (meltrin beta)	5	156904313	157002768	2757	4.363600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADAM2	241	ADAM metallopeptidase domain 2 (fertilin beta)	8	39601256	39695779	2208	3.583050e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADAM20	242	ADAM metallopeptidase domain 20	14	70989079	71001732	2331	3.907100e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADAM21	243	ADAM metallopeptidase domain 21	14	70924217	70926621	2169	4.004600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADAM22	244	ADAM metallopeptidase domain 22	7	87563702	87826447	2812	3.772900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADAM23	245	ADAM metallopeptidase domain 23	2	207308368	207482677	2499	3.767900e-01	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADAM28	246	ADAM metallopeptidase domain 28	8	24151580	24212725	2384	3.589200e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADAM29	247	ADAM metallopeptidase domain 29	4	175839509	175899330	2463	3.642950e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADAM30	248	ADAM metallopeptidase domain 30	1	120436157	120439113	2373	4.065600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADAM32	249	ADAM metallopeptidase domain 32	8	38965050	39142435	2364	3.747850e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADAM33	250	ADAM metallopeptidase domain 33	20	3648621	3662738	2442	4.927950e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADAM7	251	ADAM metallopeptidase domain 7	8	24298509	24366273	2265	3.689100e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADAM8	252	ADAM metallopeptidase domain 8	10	135075921	135090407	2475	5.827650e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADAM9	253	ADAM metallopeptidase domain 9 (meltrin gamma)	8	38854505	38962777	2460	3.813100e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADAMDEC1	254	ADAM-like, decysin 1	8	24241798	24263526	1413	3.639150e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADAMTS1	255	ADAM metallopeptidase with thrombospondin type 1 motif, 1	21	28208608	28217728	2904	3.847700e-01	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
ADAMTS10	256	ADAM metallopeptidase with thrombospondin type 1 motif, 10	19	8645126	8675588	3312	5.353450e-01	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADAMTS12	257	ADAM metallopeptidase with thrombospondin type 1 motif, 12	5	33527287	33892124	4785	4.017700e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADAMTS13	258	ADAM metallopeptidase with thrombospondin type 1 motif, 13	9	136287120	136324507	4284	5.573900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADAMTS14	259	ADAM metallopeptidase with thrombospondin type 1 motif, 14	10	72432559	72522193	3681	5.148700e-01	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADAMTS15	260	ADAM metallopeptidase with thrombospondin type 1 motif, 15	11	130318869	130346539	2853	4.699100e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADAMTS16	261	ADAM metallopeptidase with thrombospondin type 1 motif, 16	5	5140443	5320411	3675	4.289800e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADAMTS17	262	ADAM metallopeptidase with thrombospondin type 1 motif, 17	15	100511643	100882183	3288	4.619900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADAMTS18	263	ADAM metallopeptidase with thrombospondin type 1 motif, 18	16	77316026	77469011	3666	3.959800e-01	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADAMTS19	264	ADAM metallopeptidase with thrombospondin type 1 motif, 19	5	128796103	129074376	3624	3.504800e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADAMTS2	265	ADAM metallopeptidase with thrombospondin type 1 motif, 2	5	178540851	178772329	3707	5.377250e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADAMTS20	266	ADAM metallopeptidase with thrombospondin type 1 motif, 20	12	43748013	43945724	5732	3.549300e-01	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
ADAMTS3	267	ADAM metallopeptidase with thrombospondin type 1 motif, 3	4	73146687	73434516	3618	3.552900e-01	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADAMTS4	268	ADAM metallopeptidase with thrombospondin type 1 motif, 4	1	161159539	161168845	2514	4.813950e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADAMTS5	269	ADAM metallopeptidase with thrombospondin type 1 motif, 5 (aggrecanase-2)	21	28290232	28339439	2793	3.783200e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADAMTS6	270	ADAM metallopeptidase with thrombospondin type 1 motif, 6	5	64444564	64777704	3354	3.620600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADAMTS7	271	ADAM metallopeptidase with thrombospondin type 1 motif, 7	15	79051546	79103773	5061	5.264500e-01	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
ADAMTS8	272	ADAM metallopeptidase with thrombospondin type 1 motif, 8	11	130274820	130298539	2670	4.596800e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADAMTS9	273	ADAM metallopeptidase with thrombospondin type 1 motif, 9	3	64501333	64673365	5808	3.893700e-01	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
ADAMTSL1	274	ADAMTS-like 1	9	18474104	18910945	5293	3.942100e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADAMTSL2	275	ADAMTS-like 2	9	136397286	136440640	2856	5.797300e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADAMTSL3	276	ADAMTS-like 3	15	84322838	84708591	5076	3.962050e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADAMTSL4	277	ADAMTS-like 4	1	150521898	150533410	3300	4.705000e-01	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADAMTSL5	278	ADAMTS-like 5	19	1505017	1513188	1416	5.890500e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADAP1	279	ArfGAP with dual PH domains 1	7	937538	994289	1125	5.683800e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADAP2	280	ArfGAP with dual PH domains 2	17	29248754	29286209	1146	4.422850e-01	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADAR	281	adenosine deaminase, RNA-specific	1	154554536	154600437	3681	4.334100e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADARB1	282	adenosine deaminase, RNA-specific, B1 (RED1 homolog rat)	21	46494493	46646478	2235	4.665400e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADARB2	283	adenosine deaminase, RNA-specific, B2 (RED2 homolog rat)	10	1228074	1779718	2220	4.803600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADAT1	284	adenosine deaminase, tRNA-specific 1	16	75632998	75657154	1509	4.495300e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADAT2	285	adenosine deaminase, tRNA-specific 2, TAD2 homolog (S. cerevisiae)	6	143743970	143771841	576	3.905300e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADAT3	286	adenosine deaminase, tRNA-specific 3, TAD3 homolog (S. cerevisiae)	19	1905417	1913443	1056	5.829750e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADC	287	arginine decarboxylase	1	33546714	33585994	1383	4.776400e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCK1	288	aarF domain containing kinase 1	14	78266426	78400296	1572	4.707750e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCK2	289	aarF domain containing kinase 2	7	140372953	140394908	1881	4.555900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCK4	290	aarF domain containing kinase 4	19	41197434	41222790	1635	5.172200e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCK5	291	aarF domain containing kinase 5	8	145597731	145618451	1743	5.915300e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCY1	292	adenylate cyclase 1 (brain)	7	45614125	45762712	3360	4.581200e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCY10	293	adenylate cyclase 10 (soluble)	1	167778625	167883453	4833	4.218300e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCY2	294	adenylate cyclase 2 (brain)	5	7396343	7830194	3276	4.084600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCY3	295	adenylate cyclase 3	2	25042041	25142055	3435	5.129200e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCY4	296	adenylate cyclase 4	14	24787571	24803864	3234	5.085200e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCY5	297	adenylate cyclase 5	3	123003399	123167392	3786	5.051600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCY6	298	adenylate cyclase 6	12	49159976	49182820	3507	4.728650e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCY7	299	adenylate cyclase 7	16	50321823	50352043	3243	4.688300e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCY8	300	adenylate cyclase 8 (brain)	8	131792548	132052835	3756	3.999500e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCY9	301	adenylate cyclase 9	16	4012653	4166186	4062	4.520800e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCYAP1	302	adenylate cyclase activating polypeptide 1 (pituitary)	18	904944	912171	531	4.141750e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCYAP1R1	303	adenylate cyclase activating polypeptide 1 (pituitary) receptor type I	7	31092142	31146311	1407	5.144100e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADD1	304	adducin 1 (alpha)	4	2845584	2931787	2341	4.714900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADD2	305	adducin 2 (beta)	2	70889216	70995375	2406	4.514200e-01	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADD3	306	adducin 3 (gamma)	10	111765726	111895320	2121	3.899600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
ADH1A	307	alcohol dehydrogenase 1A (class I), alpha polypeptide	4	100197524	100212142	1128	3.784300e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADH1B	308	alcohol dehydrogenase 1B (class I), beta polypeptide	4	100227528	100242572	1128	3.783650e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADH1C	309	alcohol dehydrogenase 1C (class I), gamma polypeptide	4	100257651	100273917	1128	3.783650e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADH4	310	alcohol dehydrogenase 4 (class II), pi polypeptide	4	100044835	100065449	1143	3.902350e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADH5	311	alcohol dehydrogenase 5 (class III), chi polypeptide	4	99992132	100009931	1125	3.931800e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADH6	312	alcohol dehydrogenase 6 (class V)	4	100123795	100140403	1132	3.828600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
